Age,Gender,Parental_Edu,Income,Prev_Grade,Attendance,Study_Hrs,Motivation,Stress,Social_Media,Sleep,Final_Grade,ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
23,F,PhD,Low,68,0.96,2.1,Low,High,3.9,8,B,697,female,group A,bachelor's degree,standard,none,59,72,70
18,M,PhD,Low,95,0.78,3.9,High,Medium,4.0,8,A,698,female,group D,associate's degree,standard,completed,57,78,79
22,M,PhD,Low,95,0.83,3.2,Medium,High,4.6,6,A,699,male,group C,high school,free/reduced,none,66,66,59
18,F,Bachelor's,Low,66,0.88,5.7,High,Medium,3.4,8,A,700,female,group E,bachelor's degree,standard,completed,79,81,82
22,M,Master's,Medium,51,0.77,2.8,Medium,Medium,2.6,8,B,701,female,group B,some high school,standard,none,57,67,72
17,M,Master's,High,89,0.75,4.8,High,Low,2.2,8,A,702,male,group A,bachelor's degree,standard,completed,87,84,87
21,M,High School,High,54,0.85,3.9,Low,Medium,2.4,4,B,703,female,group D,some college,standard,none,63,64,67
18,M,Bachelor's,Medium,88,0.75,1.3,High,Medium,4.3,6,A,704,female,group B,some high school,free/reduced,completed,59,63,64
18,M,PhD,High,97,0.86,1.4,Medium,Medium,4.9,6,A,705,male,group A,bachelor's degree,free/reduced,none,62,72,65
24,M,High School,Low,65,0.99,2.0,Low,Low,0.7,5,B,706,male,group D,high school,standard,none,46,34,36
22,M,Bachelor's,Low,66,0.83,1.7,Low,High,3.1,6,C,707,male,group C,some college,standard,none,66,59,52
20,F,High School,High,76,0.79,2.6,Medium,Low,2.8,7,A,708,male,group D,high school,standard,none,89,87,79
22,F,Bachelor's,Low,56,0.89,3.9,Low,Medium,2.2,6,B,709,female,group D,associate's degree,free/reduced,completed,42,61,58
24,M,Bachelor's,Low,57,0.92,4.0,High,Medium,4.3,7,A,710,male,group C,some college,standard,completed,93,84,90
16,M,Master's,High,57,0.83,3.9,High,Medium,3.1,8,A,711,female,group E,some high school,standard,completed,80,85,85
22,F,High School,Medium,72,0.87,1.6,Medium,High,1.9,7,B,712,female,group D,some college,standard,none,98,100,99
21,F,PhD,High,81,0.87,4.0,High,High,2.5,4,A,713,male,group D,master's degree,standard,none,81,81,84
24,F,Master's,High,92,0.98,3.0,Medium,Medium,2.1,8,A,714,female,group B,some high school,standard,completed,60,70,74
16,F,Master's,High,96,0.87,5.5,Low,Medium,2.4,7,A,715,female,group B,associate's degree,free/reduced,completed,76,94,87
19,F,PhD,High,67,0.84,5.6,High,High,0.8,8,A,716,male,group C,associate's degree,standard,completed,73,78,72
24,M,Bachelor's,Medium,87,0.84,4.8,Medium,Low,1.0,4,A,717,female,group C,associate's degree,standard,completed,96,96,99
19,F,PhD,Medium,61,0.96,4.5,High,Low,3.3,8,A,718,female,group C,high school,standard,none,76,76,74
18,F,High School,Low,64,0.81,1.6,Low,High,3.6,8,B,719,male,group E,associate's degree,free/reduced,completed,91,73,80
24,F,PhD,Low,77,0.96,1.4,Low,High,3.4,6,B,720,female,group C,some college,free/reduced,none,62,72,70
17,M,Bachelor's,High,87,0.79,5.2,High,Medium,3.9,5,A,721,male,group D,some high school,free/reduced,completed,55,59,59
19,M,PhD,Low,99,0.94,3.1,Low,High,4.7,7,A,722,female,group B,some high school,free/reduced,completed,74,90,88
21,M,Bachelor's,Medium,80,0.81,3.3,Medium,High,4.4,5,B,723,male,group C,high school,standard,none,50,48,42
17,M,Bachelor's,Low,58,0.94,5.2,High,Medium,2.4,4,A,724,male,group B,some college,standard,none,47,43,41
23,M,High School,Low,57,0.84,4.1,High,High,1.5,4,B,725,male,group E,some college,standard,completed,81,74,71
23,M,PhD,Low,95,0.84,1.9,Low,Medium,1.9,8,A,726,female,group E,associate's degree,standard,completed,65,75,77
16,F,PhD,High,68,0.99,2.1,Medium,Low,3.1,5,B,727,male,group E,some high school,standard,completed,68,51,57
18,M,High School,Low,57,0.95,1.0,High,Low,4.4,7,B,728,female,group D,high school,free/reduced,none,73,92,84
24,M,Bachelor's,Medium,83,0.98,4.6,High,Low,3.7,7,A,729,male,group C,some college,standard,none,53,39,37
20,F,PhD,Medium,53,0.87,3.4,Low,Medium,2.9,8,B,730,female,group B,associate's degree,free/reduced,completed,68,77,80
21,M,High School,Medium,80,0.89,5.7,Low,Low,3.2,7,A,731,male,group A,some high school,free/reduced,none,55,46,43
19,F,Bachelor's,Medium,87,0.8,4.6,Medium,Low,2.9,6,A,732,female,group C,some college,standard,completed,87,89,94
17,F,High School,Low,52,0.94,1.5,Medium,Medium,4.9,5,C,733,male,group D,some high school,standard,none,55,47,44
23,M,PhD,High,84,0.86,1.8,Low,Medium,4.2,4,B,734,female,group E,some college,free/reduced,none,53,58,57
21,F,High School,Medium,68,0.93,3.5,Medium,Low,4.0,7,A,735,male,group C,master's degree,standard,none,67,57,59
20,F,Master's,Medium,92,0.85,5.6,Low,Low,2.8,7,A,736,male,group C,associate's degree,standard,none,92,79,84
24,F,Bachelor's,High,78,0.8,2.2,High,Low,2.0,7,A,737,female,group B,some college,free/reduced,completed,53,66,73
16,F,Master's,High,59,0.75,5.1,Low,High,0.6,8,A,738,male,group D,associate's degree,standard,none,81,71,73
20,M,Master's,Medium,61,0.76,2.6,Low,Medium,0.7,4,C,739,male,group C,high school,free/reduced,none,61,60,55
21,F,Bachelor's,Medium,95,0.97,2.3,Low,Medium,0.6,5,A,740,male,group D,bachelor's degree,standard,none,80,73,72
20,M,Bachelor's,High,79,0.89,5.5,High,Medium,4.9,7,A,741,female,group A,associate's degree,free/reduced,none,37,57,56
21,F,High School,Medium,79,0.78,1.2,Medium,Medium,1.0,6,B,742,female,group C,high school,standard,none,81,84,82
21,F,Bachelor's,Medium,67,0.79,4.3,Medium,Low,1.1,8,A,743,female,group C,associate's degree,standard,completed,59,73,72
22,F,Master's,Low,73,0.89,1.2,Medium,Medium,2.7,5,B,744,male,group B,some college,free/reduced,none,55,55,47
19,M,Master's,High,81,0.85,5.0,Low,High,2.7,7,A,745,male,group D,associate's degree,standard,none,72,79,74
23,M,PhD,Low,58,0.84,5.1,Low,High,4.6,5,B,746,male,group D,high school,standard,none,69,75,71
22,M,Bachelor's,Low,96,0.91,5.5,Medium,Low,0.8,8,A,747,male,group C,some college,standard,none,69,64,68
24,F,Master's,High,73,0.76,1.9,High,Low,4.8,6,B,748,female,group C,bachelor's degree,free/reduced,none,50,60,59
22,F,PhD,Low,75,0.94,1.6,High,Medium,1.5,7,A,749,male,group B,some college,standard,completed,87,84,86
18,F,PhD,Medium,52,0.98,3.5,High,Low,4.9,6,A,750,male,group D,some high school,standard,completed,71,69,68
18,F,High School,Low,72,0.84,2.4,High,Low,2.9,8,A,751,male,group E,some college,standard,none,68,72,65
23,M,Master's,High,60,0.94,4.0,Low,Low,3.4,6,A,752,male,group C,master's degree,free/reduced,completed,79,77,75
20,F,High School,Medium,59,0.77,3.6,Medium,High,1.9,8,B,753,female,group C,some high school,standard,completed,77,90,85
19,M,Master's,Medium,99,0.93,1.7,High,Medium,3.3,6,A,754,male,group C,associate's degree,free/reduced,none,58,55,53
23,F,High School,Medium,85,0.79,4.7,Low,Low,3.7,5,A,755,female,group E,associate's degree,standard,none,84,95,92
21,M,High School,Medium,62,0.77,5.0,Low,Medium,0.5,5,A,756,male,group D,some college,standard,none,55,58,52
17,M,Bachelor's,Low,78,0.82,5.8,Low,Medium,0.7,8,A,757,male,group E,bachelor's degree,free/reduced,completed,70,68,72
19,F,High School,Low,87,0.79,3.0,Medium,Medium,4.9,5,A,758,female,group D,some college,free/reduced,completed,52,59,65
19,F,Bachelor's,Medium,62,0.86,2.7,Low,High,2.6,6,C,759,male,group B,some college,standard,completed,69,77,77
21,M,PhD,High,75,0.88,2.0,Medium,Medium,4.7,6,B,760,female,group C,high school,free/reduced,none,53,72,64
21,F,Master's,Medium,69,0.81,1.9,Medium,Medium,3.8,7,B,761,female,group D,some high school,standard,none,48,58,54
16,F,PhD,Low,54,0.85,2.6,Medium,Low,2.2,8,B,762,male,group D,some high school,standard,completed,78,81,86
23,M,Master's,Medium,69,0.82,5.9,Medium,Low,1.2,5,A,763,female,group B,high school,standard,none,62,62,63
21,M,PhD,Low,63,0.79,1.5,Low,High,4.9,8,C,764,male,group D,some college,standard,none,60,63,59
18,M,Master's,Medium,94,0.82,2.3,Low,Medium,3.1,5,A,765,female,group B,high school,standard,none,74,72,72
24,M,High School,High,63,0.86,1.4,Low,High,1.4,7,C,766,female,group C,high school,standard,completed,58,75,77
17,F,Master's,Medium,57,0.89,2.4,High,Medium,3.6,6,B,767,male,group B,high school,standard,completed,76,62,60
23,M,Master's,High,97,0.93,1.5,High,High,0.9,6,A,768,female,group D,some high school,standard,none,68,71,75
18,M,PhD,High,62,0.9,3.5,Medium,Medium,4.4,4,B,769,male,group A,some college,free/reduced,none,58,60,57
20,M,PhD,Medium,73,0.88,3.2,Medium,Low,0.9,8,A,770,male,group B,high school,standard,none,52,48,49
21,F,PhD,High,64,0.81,1.9,Medium,High,1.6,5,C,771,male,group D,bachelor's degree,standard,none,75,73,74
21,M,Bachelor's,High,50,0.82,1.9,Medium,Low,0.9,4,D,772,female,group B,some high school,free/reduced,completed,52,67,72
19,F,Bachelor's,Low,71,0.81,4.1,Medium,Medium,1.0,8,A,773,female,group C,bachelor's degree,free/reduced,none,62,78,79
18,M,Master's,Low,83,0.92,2.9,High,High,2.9,5,A,774,male,group B,some college,standard,none,66,65,60
19,M,Master's,High,99,0.98,1.3,Medium,Low,3.6,7,A,775,female,group B,some high school,free/reduced,none,49,58,55
16,F,High School,Medium,89,0.8,5.6,Low,Low,4.0,8,A,776,female,group B,high school,standard,none,66,72,70
19,M,High School,High,52,0.93,3.0,Medium,Low,3.6,5,C,777,female,group C,some college,free/reduced,none,35,44,43
16,M,Master's,Medium,75,0.78,4.0,Low,Medium,2.1,6,A,778,female,group A,some college,standard,completed,72,79,82
16,F,Bachelor's,Low,63,0.97,5.4,Low,High,3.0,8,A,779,male,group E,associate's degree,standard,completed,94,85,82
21,M,Master's,Medium,90,0.77,3.0,Low,Low,4.7,5,A,780,female,group D,associate's degree,free/reduced,none,46,56,57
20,M,High School,High,57,0.91,5.1,Low,Medium,2.2,6,A,781,female,group B,master's degree,standard,none,77,90,84
19,M,Bachelor's,High,98,0.96,5.6,Medium,Medium,1.6,6,A,782,female,group B,high school,free/reduced,completed,76,85,82
18,M,Bachelor's,High,65,0.93,1.9,Medium,Medium,2.8,4,C,783,female,group C,associate's degree,standard,completed,52,59,62
16,F,High School,High,91,0.89,5.5,Medium,High,1.8,5,A,784,male,group C,bachelor's degree,standard,completed,91,81,79
21,M,Master's,High,70,0.8,1.6,Medium,Medium,1.7,4,C,785,female,group B,some high school,standard,completed,32,51,44
17,F,PhD,Medium,59,0.86,2.4,Medium,Medium,4.0,4,C,786,female,group E,some high school,free/reduced,none,72,79,77
23,M,Master's,High,74,0.93,5.0,High,High,4.5,7,A,787,female,group B,some college,standard,none,19,38,32
20,F,Master's,Low,87,0.8,5.5,Low,High,2.8,4,A,788,male,group C,associate's degree,free/reduced,none,68,65,61
22,M,High School,High,71,0.85,4.4,Low,Medium,4.0,4,A,789,female,group C,master's degree,free/reduced,none,52,65,61
17,F,Bachelor's,Medium,98,0.94,1.5,High,Medium,1.3,7,A,790,female,group B,high school,standard,none,48,62,60
23,M,High School,High,97,0.94,3.6,High,Low,3.0,7,A,791,female,group D,some college,free/reduced,none,60,66,70
17,F,Master's,High,96,0.84,3.9,Medium,High,3.4,8,A,792,male,group D,high school,free/reduced,none,66,74,69
19,F,PhD,Medium,95,0.9,2.4,Medium,High,2.7,4,B,793,male,group E,some high school,standard,completed,89,84,77
16,M,PhD,High,53,0.92,6.0,Low,Low,1.0,6,A,794,female,group B,high school,standard,none,42,52,51
20,F,PhD,Medium,53,0.88,2.7,Medium,Medium,3.8,7,B,795,female,group E,associate's degree,free/reduced,completed,57,68,73
24,M,High School,High,79,0.78,2.1,Low,Medium,4.3,5,B,796,male,group D,high school,standard,none,70,70,70
16,M,Bachelor's,Low,51,0.86,1.6,Medium,Medium,3.4,8,C,797,female,group E,associate's degree,free/reduced,none,70,84,81
24,M,High School,High,78,0.94,2.9,Medium,Medium,1.3,8,A,798,male,group E,some college,standard,none,69,60,54
23,M,PhD,Medium,92,0.97,4.5,Low,Low,0.8,4,A,799,female,group C,associate's degree,standard,none,52,55,57
21,M,Master's,Low,85,0.95,2.2,High,High,1.9,6,A,800,male,group C,some high school,standard,completed,67,73,68
22,F,Bachelor's,Medium,70,0.82,4.8,High,High,0.7,7,A,801,male,group C,some high school,standard,completed,76,80,73
18,M,High School,High,70,0.81,1.7,Medium,Medium,4.3,5,C,802,female,group E,associate's degree,standard,none,87,94,95
16,M,High School,Low,97,0.83,3.2,High,Low,3.7,4,A,803,female,group B,some college,standard,none,82,85,87
20,M,Bachelor's,Medium,70,0.98,4.5,Medium,Medium,3.0,6,A,804,female,group C,some college,standard,none,73,76,78
17,M,Bachelor's,Low,53,0.99,1.7,High,Medium,4.5,4,C,805,male,group A,some college,free/reduced,none,75,81,74
20,M,Master's,Low,50,0.91,4.0,High,Low,1.0,4,B,806,female,group D,some college,free/reduced,none,64,74,75
23,M,Bachelor's,Medium,75,0.84,5.0,Low,Low,3.7,8,A,807,female,group E,high school,free/reduced,none,41,45,40
24,F,Master's,Low,51,0.77,4.0,High,High,1.2,5,B,808,male,group C,high school,standard,none,90,75,69
17,F,PhD,Medium,58,0.95,3.6,Medium,High,0.8,5,B,809,male,group B,bachelor's degree,standard,none,59,54,51
18,M,PhD,Low,94,0.99,5.2,Low,Medium,1.1,5,A,810,male,group A,some high school,standard,none,51,31,36
18,F,High School,Low,67,0.82,5.9,High,Medium,4.8,5,A,811,male,group A,high school,free/reduced,none,45,47,49
16,M,PhD,Low,97,0.88,1.9,Low,High,2.5,7,A,812,female,group C,master's degree,standard,completed,54,64,67
23,M,PhD,High,97,0.81,4.5,High,Low,0.7,7,A,813,male,group E,some high school,standard,completed,87,84,76
21,M,Master's,High,91,0.9,1.4,Medium,Medium,3.1,5,A,814,female,group C,high school,standard,none,72,80,83
23,M,High School,Medium,90,0.92,1.2,Medium,Medium,1.4,6,A,815,male,group B,some high school,standard,completed,94,86,87
24,M,Bachelor's,Low,60,0.85,2.4,Low,Low,0.5,7,B,816,female,group A,bachelor's degree,standard,none,45,59,64
20,F,High School,Medium,74,0.8,5.9,High,Medium,3.9,7,A,817,male,group D,bachelor's degree,free/reduced,completed,61,70,76
18,F,PhD,High,75,0.94,3.8,High,Low,1.2,6,A,818,female,group B,high school,free/reduced,none,60,72,68
20,F,Bachelor's,High,85,0.95,2.3,Low,High,4.7,5,B,819,female,group C,some high school,standard,none,77,91,88
20,F,High School,High,91,0.88,1.7,Low,High,3.2,4,B,820,female,group A,some high school,standard,completed,85,90,92
20,M,High School,High,84,0.95,5.6,Medium,High,0.9,7,A,821,female,group D,bachelor's degree,free/reduced,none,78,90,93
18,F,High School,Medium,87,0.87,2.8,Low,High,1.5,4,B,822,male,group E,some college,free/reduced,completed,49,52,51
19,M,High School,Low,52,0.78,2.5,High,High,3.2,4,C,823,female,group B,high school,free/reduced,none,71,87,82
24,F,Master's,Medium,90,0.94,5.3,Low,Medium,2.0,6,A,824,female,group C,some high school,free/reduced,none,48,58,52
24,F,High School,Low,84,0.94,4.0,Medium,High,2.9,5,A,825,male,group C,high school,standard,none,62,67,58
17,F,PhD,High,99,0.85,1.8,Low,Medium,4.1,4,A,826,female,group C,associate's degree,free/reduced,completed,56,68,70
23,F,PhD,Low,89,0.92,3.1,High,Medium,4.1,5,A,827,female,group C,some high school,standard,none,65,69,76
23,M,Master's,High,71,0.75,5.6,Low,Low,3.6,8,A,828,female,group D,some high school,free/reduced,completed,69,86,81
22,F,Bachelor's,Medium,57,0.86,5.5,Low,Medium,4.5,5,A,829,male,group B,some high school,standard,none,68,54,53
23,F,Bachelor's,Low,64,0.92,1.4,Low,Medium,1.4,6,B,830,female,group A,some college,free/reduced,none,61,60,57
18,M,PhD,Medium,94,0.81,2.3,Medium,High,1.3,6,A,831,female,group C,bachelor's degree,free/reduced,completed,74,86,89
21,M,PhD,High,56,0.86,1.8,Medium,High,4.1,8,C,832,male,group A,bachelor's degree,standard,none,64,60,58
16,F,Master's,Medium,68,0.75,3.7,Medium,Low,1.9,6,A,833,female,group B,high school,standard,completed,77,82,89
22,M,Bachelor's,High,89,0.96,4.7,Medium,Low,2.8,5,A,834,male,group B,some college,standard,none,58,50,45
16,M,Bachelor's,High,91,0.78,2.5,High,Medium,3.8,5,A,835,female,group C,high school,standard,completed,60,64,74
24,M,High School,High,66,0.92,4.8,High,Low,2.3,5,A,836,male,group E,high school,standard,none,73,64,57
16,F,High School,Medium,50,0.89,4.3,Medium,High,1.1,6,B,837,female,group A,high school,standard,completed,75,82,79
16,M,High School,Medium,94,0.77,4.6,Medium,High,3.6,5,A,838,male,group B,associate's degree,free/reduced,completed,58,57,53
22,F,Master's,Low,78,0.81,5.7,Medium,High,4.2,7,A,839,female,group C,associate's degree,standard,none,66,77,73
17,F,PhD,Low,62,0.8,3.1,Low,Medium,0.6,8,A,840,female,group D,high school,free/reduced,none,39,52,46
20,F,Master's,Medium,97,0.89,2.7,High,Medium,3.0,7,A,841,male,group C,some high school,standard,none,64,58,51
23,F,Bachelor's,Medium,78,0.89,4.4,Low,Low,2.6,5,A,842,female,group B,high school,free/reduced,completed,23,44,36
23,M,PhD,Medium,90,0.8,5.0,Medium,High,1.7,6,A,843,male,group B,some college,free/reduced,completed,74,77,76
18,F,High School,Medium,91,0.82,2.0,High,Medium,1.2,8,A,844,female,group D,some high school,free/reduced,completed,40,65,64
22,M,Master's,High,55,0.82,5.2,Medium,Medium,1.3,7,A,845,male,group E,master's degree,standard,none,90,85,84
18,F,Master's,High,54,0.96,1.3,Low,Low,3.8,5,C,846,male,group C,master's degree,standard,completed,91,85,85
21,M,High School,High,83,0.75,1.0,High,High,2.9,6,B,847,male,group D,high school,standard,none,64,54,50
21,F,Master's,Medium,60,0.87,1.8,Low,High,4.9,5,C,848,female,group C,high school,standard,none,59,72,68
18,M,High School,High,58,0.97,5.9,High,Low,1.6,7,A,849,male,group D,associate's degree,standard,none,80,75,69
22,F,Bachelor's,High,87,0.98,3.6,Medium,Low,4.8,7,A,850,male,group C,master's degree,standard,none,71,67,67
18,F,PhD,Low,89,0.95,1.2,High,Low,2.8,8,A,851,female,group A,high school,standard,none,61,68,63
23,M,Bachelor's,Low,90,0.87,6.0,Low,Low,1.2,6,A,852,female,group E,some college,standard,none,87,85,93
19,F,Bachelor's,High,58,0.85,4.7,Low,High,1.2,4,B,853,male,group E,some high school,standard,none,82,67,61
16,F,High School,High,57,0.78,5.2,Low,High,3.2,5,B,854,male,group C,some high school,standard,none,62,64,55
19,F,Master's,High,93,0.81,2.1,Low,Low,4.2,6,A,855,female,group B,bachelor's degree,standard,none,97,97,96
22,M,Bachelor's,Medium,89,0.86,1.5,Medium,Medium,3.9,4,B,856,male,group B,some college,free/reduced,none,75,68,65
19,F,Bachelor's,Low,52,0.87,3.6,Low,Medium,3.5,6,B,857,female,group C,bachelor's degree,standard,none,65,79,81
21,F,Bachelor's,Low,62,0.96,4.9,Medium,High,1.3,5,B,858,male,group B,high school,standard,completed,52,49,46
24,M,Master's,Low,68,0.86,4.2,High,High,1.0,5,A,859,male,group C,associate's degree,free/reduced,none,87,73,72
16,M,Master's,High,83,0.9,4.2,Low,Low,0.5,8,A,860,female,group C,associate's degree,standard,none,53,62,53
20,M,High School,Medium,81,0.8,4.8,High,Medium,1.0,7,A,861,female,group E,master's degree,free/reduced,none,81,86,87
22,M,Bachelor's,Low,98,0.88,2.1,High,High,3.9,7,A,862,male,group D,bachelor's degree,free/reduced,completed,39,42,38
16,M,PhD,Low,65,0.93,4.3,Medium,Medium,4.5,7,A,863,female,group C,some college,standard,completed,71,71,80
19,F,Master's,Medium,85,0.9,3.0,Low,Low,1.6,8,A,864,male,group C,associate's degree,standard,none,97,93,91
21,F,High School,High,67,0.78,1.3,Medium,High,4.1,7,C,865,male,group D,some college,standard,completed,82,82,88
17,F,Bachelor's,High,63,0.79,2.0,Low,High,1.4,6,C,866,male,group C,high school,free/reduced,none,59,53,52
20,M,PhD,Low,79,0.83,5.0,High,Medium,1.6,7,A,867,male,group B,associate's degree,standard,none,61,42,41
16,F,Master's,Low,51,0.98,5.5,Medium,Medium,1.5,7,A,868,male,group E,associate's degree,free/reduced,completed,78,74,72
21,M,PhD,Medium,62,0.77,2.4,Low,High,0.7,5,C,869,male,group C,associate's degree,free/reduced,none,49,51,51
21,M,Master's,Low,76,0.96,2.0,High,Medium,1.4,8,A,870,male,group B,high school,standard,none,59,58,47
19,F,High School,Medium,66,0.84,1.1,Medium,Medium,2.2,8,B,871,female,group C,some college,standard,completed,70,72,76
23,M,PhD,Low,80,0.91,5.7,Medium,Low,2.3,7,A,872,male,group B,associate's degree,standard,completed,82,84,78
19,M,Bachelor's,Low,64,0.93,4.4,Medium,Medium,1.9,4,B,873,male,group E,associate's degree,free/reduced,none,90,90,82
23,F,Bachelor's,Low,69,0.84,5.8,Medium,High,2.8,5,A,874,female,group C,bachelor's degree,free/reduced,none,43,62,61
23,M,Master's,High,54,0.86,5.3,High,Low,2.2,7,A,875,male,group C,some college,free/reduced,none,80,64,66
20,M,Bachelor's,Medium,56,0.97,2.7,High,High,4.9,4,C,876,male,group D,some college,standard,none,81,82,84
19,F,PhD,Medium,67,0.81,1.6,High,Low,4.1,6,B,877,male,group C,some high school,standard,none,57,61,54
17,M,High School,High,60,0.92,3.5,High,Low,4.7,5,A,878,female,group D,some high school,standard,none,59,72,80
18,M,Master's,High,81,0.93,1.1,Low,Medium,3.0,8,A,879,female,group D,associate's degree,standard,none,64,76,74
18,F,PhD,High,99,0.89,1.7,High,Medium,3.6,4,A,880,male,group C,bachelor's degree,standard,completed,63,64,66
19,F,Master's,Medium,76,0.81,2.2,Medium,High,1.3,7,B,881,female,group E,bachelor's degree,standard,completed,71,70,70
19,F,High School,Low,75,0.86,4.3,Medium,Medium,3.9,4,A,882,female,group B,high school,free/reduced,none,64,73,71
20,F,Master's,High,86,0.96,3.5,Medium,Low,1.6,8,A,883,male,group D,bachelor's degree,free/reduced,none,55,46,44
19,M,Bachelor's,High,94,0.81,2.5,Medium,Medium,1.2,6,A,884,female,group E,associate's degree,standard,none,51,51,54
23,M,Bachelor's,High,77,0.84,3.8,Low,High,0.7,4,B,885,female,group C,associate's degree,standard,completed,62,76,80
21,F,Master's,Low,99,0.99,1.6,Medium,Low,2.6,7,A,886,female,group E,associate's degree,standard,completed,93,100,95
21,M,High School,Low,51,0.98,4.8,Medium,High,1.8,4,B,887,male,group C,high school,free/reduced,none,54,72,59
23,M,High School,High,69,0.96,4.6,Medium,Medium,4.9,6,A,888,female,group D,some college,free/reduced,none,69,65,74
22,F,Bachelor's,Low,53,0.94,2.1,High,Low,1.6,4,C,889,male,group D,high school,free/reduced,none,44,51,48
23,F,High School,High,62,0.84,4.0,High,High,4.4,6,A,890,female,group E,some college,standard,completed,86,85,91
17,M,Master's,Low,73,0.99,3.5,Low,Medium,1.9,6,A,891,female,group E,associate's degree,standard,none,85,92,85
24,F,PhD,Medium,97,0.97,1.3,Low,Medium,3.9,5,A,892,female,group A,master's degree,free/reduced,none,50,67,73
16,F,Master's,Medium,87,0.79,2.4,Low,High,3.5,5,B,893,male,group D,some high school,standard,completed,88,74,75
23,F,Bachelor's,Low,89,0.92,6.0,Medium,Low,3.0,7,A,894,female,group E,associate's degree,standard,none,59,62,69
19,M,Bachelor's,Medium,97,0.83,1.5,Low,High,2.4,7,A,895,female,group E,some high school,free/reduced,none,32,34,38
19,F,Bachelor's,Medium,94,0.9,3.5,High,Medium,3.5,7,A,896,male,group B,high school,free/reduced,none,36,29,27
20,M,High School,Medium,78,0.81,5.2,High,High,2.3,6,A,897,female,group B,some high school,free/reduced,completed,63,78,79
23,M,Master's,High,85,0.99,2.5,High,Medium,3.0,6,A,898,male,group D,associate's degree,standard,completed,67,54,63
20,M,PhD,Low,51,0.99,2.3,Medium,Low,3.2,5,C,899,female,group D,some high school,standard,completed,65,78,82
23,F,Master's,Low,90,0.84,5.5,Medium,High,1.7,6,A,900,male,group D,master's degree,standard,none,85,84,89
16,F,PhD,Low,67,0.79,2.5,Low,Low,2.0,5,B,901,female,group C,master's degree,standard,none,73,78,74
24,F,Master's,Medium,98,0.81,4.3,Low,High,0.6,4,A,902,female,group A,high school,free/reduced,completed,34,48,41
21,F,Bachelor's,High,57,0.79,4.7,Low,Medium,4.3,7,A,903,female,group D,bachelor's degree,free/reduced,completed,93,100,100
18,F,PhD,Low,64,0.89,4.9,Low,Low,3.9,7,A,904,female,group D,some high school,free/reduced,none,67,84,84
23,M,Master's,Medium,90,0.93,6.0,Medium,Medium,1.3,8,A,905,male,group D,some college,standard,none,88,77,77
24,M,High School,High,66,0.84,5.0,High,High,2.1,5,A,906,male,group B,high school,standard,none,57,48,51
21,M,High School,High,72,0.82,4.3,Medium,Medium,2.4,8,A,907,female,group D,some college,standard,completed,79,84,91
22,F,Master's,Low,51,0.98,5.5,Low,High,2.0,7,A,908,female,group C,bachelor's degree,free/reduced,none,67,75,72
16,M,Bachelor's,Low,55,0.83,5.5,Medium,Low,4.1,8,A,909,male,group E,bachelor's degree,standard,completed,70,64,70
20,M,PhD,Medium,78,0.85,5.9,High,Medium,3.8,4,A,910,male,group D,bachelor's degree,free/reduced,none,50,42,48
20,F,Master's,Low,76,0.96,4.9,Medium,Medium,4.0,8,A,911,female,group A,some college,standard,none,69,84,82
19,F,High School,Medium,86,0.76,2.0,High,High,4.6,4,B,912,female,group C,bachelor's degree,standard,completed,52,61,66
21,M,PhD,High,98,0.77,4.5,Low,High,3.2,7,A,913,female,group C,bachelor's degree,free/reduced,completed,47,62,66
22,M,High School,High,83,0.87,1.4,Medium,High,3.3,6,B,914,female,group B,associate's degree,free/reduced,none,46,61,55
24,F,High School,High,67,0.85,2.6,Low,Low,3.7,5,B,915,female,group E,some college,standard,none,68,70,66
16,F,Master's,High,91,0.84,1.6,Low,Medium,3.6,8,A,916,male,group E,bachelor's degree,standard,completed,100,100,100
21,F,High School,Low,59,0.89,5.7,High,High,4.4,4,A,917,female,group C,high school,standard,none,44,61,52
22,F,PhD,Low,87,0.8,2.7,High,High,4.0,7,A,918,female,group C,associate's degree,standard,completed,57,77,80
18,M,Bachelor's,Medium,93,0.75,4.6,Low,Medium,1.0,7,A,919,male,group B,some college,standard,completed,91,96,91
23,M,Master's,Medium,66,0.88,3.9,High,Low,4.7,6,A,920,male,group D,high school,free/reduced,none,69,70,67
20,F,PhD,Medium,62,0.92,1.5,High,Medium,3.6,7,B,921,female,group C,high school,free/reduced,none,35,53,46
24,M,Master's,Medium,97,0.98,3.8,Low,High,1.1,7,A,922,male,group D,high school,standard,none,72,66,66
20,M,High School,Medium,91,0.85,4.3,Low,Medium,4.0,6,A,923,female,group B,associate's degree,free/reduced,none,54,65,65
24,F,High School,High,76,0.82,5.4,High,High,2.1,7,A,924,male,group D,high school,free/reduced,none,74,70,69
19,M,PhD,High,51,0.96,1.4,Low,High,4.1,4,D,925,male,group E,some high school,standard,completed,74,64,60
24,M,PhD,High,83,0.77,2.5,Low,Medium,4.8,8,A,926,male,group E,associate's degree,free/reduced,none,64,56,52
20,M,Bachelor's,Medium,80,0.88,4.5,High,Medium,1.6,8,A,927,female,group D,high school,free/reduced,completed,65,61,71
24,F,PhD,High,72,0.76,1.2,Medium,Low,4.4,4,C,928,male,group E,associate's degree,free/reduced,completed,46,43,44
